genus,gonality,torsion,ranks,scrollar invariants,ak,bk,n,ell
14,3,"[2, 0, 3, 3, 3, 3, 3, 0, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 6, 8, 10]","{0: 0, 1: 7, 2: 16}",3,9,8,7
14,3,"[2, 0, 3, 3, 3, 3, 3, 3, 0, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 6, 8, 10]","{0: 0, 1: 7, 2: 16}",3,10,8,7
14,3,"[2, 0, 3, 3, 3, 3, 3, 3, 3, 0, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 6, 7]","{0: 0, 1: 8, 2: 16}",3,11,7,7
14,3,"[2, 0, 3, 3, 3, 3, 3, 3, 3, 3, 0, 2, 0]","[0, 1, 2, 3, 4, 5, 6, 7]","{0: 0, 1: 8, 2: 16}",3,12,7,7
14,3,"[2, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0]","[0, 1, 2, 3, 4, 5, 6, 7]","{0: 0, 1: 8, 2: 16}",3,13,7,7
14,3,"[2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 8, 10, 11, 13]","{0: 0, 1: 6, 2: 16}",4,4,9,3
14,3,"[2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 6, 8, 9, 11, 13]","{0: 0, 1: 6, 2: 16}",4,5,9,4
14,3,"[2, 2, 0, 3, 0, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 6, 7, 9, 10]","{0: 0, 1: 7, 2: 16}",4,6,8,5
14,3,"[2, 2, 0, 3, 3, 0, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 8, 10]","{0: 0, 1: 7, 2: 16}",4,7,8,6
14,3,"[2, 2, 0, 3, 3, 3, 0, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 8, 10]","{0: 0, 1: 7, 2: 16}",4,8,8,6
14,3,"[2, 2, 0, 3, 3, 3, 3, 0, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 6, 8, 10]","{0: 0, 1: 7, 2: 16}",4,9,8,7
14,3,"[2, 2, 0, 3, 3, 3, 3, 3, 0, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 6, 8, 10]","{0: 0, 1: 7, 2: 16}",4,10,8,7
14,3,"[2, 2, 0, 3, 3, 3, 3, 3, 3, 0, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 6, 7]","{0: 0, 1: 8, 2: 16}",4,11,7,7
14,3,"[2, 2, 0, 3, 3, 3, 3, 3, 3, 3, 0, 2, 0]","[0, 1, 2, 3, 4, 5, 6, 7]","{0: 0, 1: 8, 2: 16}",4,12,7,7
14,3,"[2, 2, 0, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0]","[0, 1, 2, 3, 4, 5, 6, 7]","{0: 0, 1: 8, 2: 16}",4,13,7,7
14,3,"[2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 8, 10, 11, 13]","{0: 0, 1: 6, 2: 16}",5,5,9,3
14,3,"[2, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 6, 8, 9, 11, 13]","{0: 0, 1: 6, 2: 16}",5,6,9,4
14,3,"[2, 2, 2, 0, 3, 0, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 6, 7, 9, 11, 13]","{0: 0, 1: 6, 2: 16}",5,7,9,5
14,3,"[2, 2, 2, 0, 3, 3, 0, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 8, 10]","{0: 0, 1: 7, 2: 16}",5,8,8,6
14,3,"[2, 2, 2, 0, 3, 3, 3, 0, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 8, 10]","{0: 0, 1: 7, 2: 16}",5,9,8,6
14,3,"[2, 2, 2, 0, 3, 3, 3, 3, 0, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 6, 8, 10]","{0: 0, 1: 7, 2: 16}",5,10,8,7
14,3,"[2, 2, 2, 0, 3, 3, 3, 3, 3, 0, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 6, 8, 10]","{0: 0, 1: 7, 2: 16}",5,11,8,7
14,3,"[2, 2, 2, 0, 3, 3, 3, 3, 3, 3, 0, 2, 0]","[0, 1, 2, 3, 4, 5, 6, 8, 10]","{0: 0, 1: 7, 2: 16}",5,12,8,7
14,3,"[2, 2, 2, 0, 3, 3, 3, 3, 3, 3, 3, 0, 0]","[0, 1, 2, 3, 4, 5, 6, 8, 10]","{0: 0, 1: 7, 2: 16}",5,13,8,7
14,3,"[2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 8, 10, 11, 13]","{0: 0, 1: 6, 2: 16}",6,6,9,3
14,3,"[2, 2, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 6, 8, 9, 11, 13]","{0: 0, 1: 6, 2: 16}",6,7,9,4
14,3,"[2, 2, 2, 2, 0, 3, 0, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 6, 7, 9, 10]","{0: 0, 1: 7, 2: 16}",6,8,8,5
14,3,"[2, 2, 2, 2, 0, 3, 3, 0, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 9, 10]","{0: 0, 1: 7, 2: 16}",6,9,8,6
14,3,"[2, 2, 2, 2, 0, 3, 3, 3, 0, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 8, 10]","{0: 0, 1: 7, 2: 16}",6,10,8,6
14,3,"[2, 2, 2, 2, 0, 3, 3, 3, 3, 0, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 6, 8, 10]","{0: 0, 1: 7, 2: 16}",6,11,8,7
14,3,"[2, 2, 2, 2, 0, 3, 3, 3, 3, 3, 0, 2, 0]","[0, 1, 2, 3, 4, 5, 6, 8, 10]","{0: 0, 1: 7, 2: 16}",6,12,8,7
14,3,"[2, 2, 2, 2, 0, 3, 3, 3, 3, 3, 3, 0, 0]","[0, 1, 2, 3, 4, 5, 6, 8, 10]","{0: 0, 1: 7, 2: 16}",6,13,8,7
14,3,"[2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 8, 10, 11, 13]","{0: 0, 1: 6, 2: 16}",7,7,9,3
14,3,"[2, 2, 2, 2, 2, 0, 0, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 6, 8, 9, 11, 13]","{0: 0, 1: 6, 2: 16}",7,8,9,4
14,3,"[2, 2, 2, 2, 2, 0, 3, 0, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 6, 7, 9, 10]","{0: 0, 1: 7, 2: 16}",7,9,8,5
14,3,"[2, 2, 2, 2, 2, 0, 3, 3, 0, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 8, 10]","{0: 0, 1: 7, 2: 16}",7,10,8,6
14,3,"[2, 2, 2, 2, 2, 0, 3, 3, 3, 0, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 8, 10]","{0: 0, 1: 7, 2: 16}",7,11,8,6
14,3,"[2, 2, 2, 2, 2, 0, 3, 3, 3, 3, 0, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 8, 10]","{0: 0, 1: 7, 2: 16}",7,12,8,6
14,3,"[2, 2, 2, 2, 2, 0, 3, 3, 3, 3, 3, 0, 0]","[0, 1, 2, 3, 4, 5, 7, 8, 10]","{0: 0, 1: 7, 2: 16}",7,13,8,6
14,3,"[2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 8, 10, 11, 13]","{0: 0, 1: 6, 2: 16}",8,8,9,3
14,3,"[2, 2, 2, 2, 2, 2, 0, 0, 2, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 6, 8, 9, 11, 13]","{0: 0, 1: 6, 2: 16}",8,9,9,4
14,3,"[2, 2, 2, 2, 2, 2, 0, 3, 0, 2, 2, 2, 0]","[0, 1, 2, 3, 4, 6, 7, 9, 11, 13]","{0: 0, 1: 6, 2: 16}",8,10,9,5
14,3,"[2, 2, 2, 2, 2, 2, 0, 3, 3, 0, 2, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 8, 10]","{0: 0, 1: 7, 2: 16}",8,11,8,6
14,3,"[2, 2, 2, 2, 2, 2, 0, 3, 3, 3, 0, 2, 0]","[0, 1, 2, 3, 4, 5, 7, 8, 10]","{0: 0, 1: 7, 2: 16}",8,12,8,6
14,3,"[2, 2, 2, 2, 2, 2, 0, 3, 3, 3, 3, 0, 0]","[0, 1, 2, 3, 4, 5, 7, 8, 10]","{0: 0, 1: 7, 2: 16}",8,13,8,6
14,3,"[2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 8, 10, 11, 13]","{0: 0, 1: 6, 2: 16}",9,9,9,3
14,3,"[2, 2, 2, 2, 2, 2, 2, 0, 0, 2, 2, 2, 0]","[0, 1, 2, 3, 5, 6, 8, 9, 11, 13]","{0: 0, 1: 6, 2: 16}",9,10,9,4
14,3,"[2, 2, 2, 2, 2, 2, 2, 0, 3, 0, 2, 2, 0]","[0, 1, 2, 3, 4, 6, 7, 9, 10]","{0: 0, 1: 7, 2: 16}",9,11,8,5
14,3,"[2, 2, 2, 2, 2, 2, 2, 0, 3, 3, 0, 2, 0]","[0, 1, 2, 3, 4, 6, 7, 9, 10]","{0: 0, 1: 7, 2: 16}",9,12,8,5
14,3,"[2, 2, 2, 2, 2, 2, 2, 0, 3, 3, 3, 0, 0]","[0, 1, 2, 3, 4, 6, 7, 9, 10]","{0: 0, 1: 7, 2: 16}",9,13,8,5
14,3,"[2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 8, 10, 11, 13]","{0: 0, 1: 6, 2: 16}",10,10,9,3
14,3,"[2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 2, 2, 0]","[0, 1, 2, 3, 5, 6, 8, 9, 11, 13]","{0: 0, 1: 6, 2: 16}",10,11,9,4
14,3,"[2, 2, 2, 2, 2, 2, 2, 2, 0, 3, 0, 2, 0]","[0, 1, 2, 3, 4, 6, 7, 9, 10]","{0: 0, 1: 7, 2: 16}",10,12,8,5
14,3,"[2, 2, 2, 2, 2, 2, 2, 2, 0, 3, 3, 0, 0]","[0, 1, 2, 3, 4, 6, 7, 9, 10]","{0: 0, 1: 7, 2: 16}",10,13,8,5
14,3,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 0]","[0, 1, 2, 4, 5, 7, 8, 10, 11, 13]","{0: 0, 1: 6, 2: 16}",11,11,9,3
14,3,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 2, 0]","[0, 1, 2, 3, 5, 6, 8, 9, 11, 13]","{0: 0, 1: 6, 2: 16}",11,12,9,4
14,3,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 3, 0, 0]","[0, 1, 2, 3, 5, 6, 8, 9, 11, 13]","{0: 0, 1: 6, 2: 16}",11,13,9,4
14,3,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 0]","[0, 1, 2, 4, 5, 7, 8, 10, 11, 13]","{0: 0, 1: 6, 2: 16}",12,12,9,3
14,3,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0]","[0, 1, 2, 3, 5, 6, 8, 9, 11, 13]","{0: 0, 1: 6, 2: 16}",12,13,9,4
14,3,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0]","[0, 1, 2, 4, 5, 7, 8, 10, 11, 13]","{0: 0, 1: 6, 2: 16}",13,13,9,3
